Waypoint,swing_to_boom_pos,boom_to_arm_pos,arm_to_bucket_pos,swing_to_boom_deg,boom_to_arm_deg,arm_to_bucket_deg,swing_to_boom_vel,boom_to_arm_vel,arm_to_bucket_vel,time_from_start_s
489,0.279943,0.543358,-0.22983,16.0396,31.1321,-13.1683,0.0118506,0.02,-0.0122997,48.9
490,0.281128,0.545358,-0.23106,16.1075,31.2467,-13.2388,0.0118506,0.02,-0.0122997,49
491,0.282313,0.547358,-0.23229,16.1753,31.3613,-13.3092,0.0118506,0.02,-0.0122997,49.1
492,0.283498,0.549358,-0.23352,16.2432,31.4759,-13.3797,0.0118506,0.02,-0.0122997,49.2
493,0.284683,0.551358,-0.23475,16.3111,31.5905,-13.4502,0.0118506,0.02,-0.0122997,49.3
494,0.285868,0.553358,-0.23598,16.379,31.7051,-13.5207,0.0118506,0.02,-0.0122997,49.4
495,0.287053,0.555358,-0.23721,16.4469,31.8197,-13.5911,0.0118506,0.02,-0.0122997,49.5
496,0.288238,0.557358,-0.23844,16.5148,31.9343,-13.6616,0.0118506,0.02,-0.0122997,49.6
497,0.289423,0.559358,-0.23967,16.5827,32.0489,-13.7321,0.0118506,0.02,-0.0122997,49.7
498,0.290609,0.561358,-0.2409,16.6506,32.1634,-13.8025,0.0118506,0.02,-0.0122997,49.8
499,0.291794,0.563358,-0.24213,16.7185,32.278,-13.873,0.0118506,0.02,-0.0122997,49.9
500,0.292979,0.565358,-0.24336,16.7864,32.3926,-13.9435,0.0118506,0.02,-0.0122997,50
501,0.294164,0.567358,-0.24459,16.8543,32.5072,-14.014,0.0118506,0.02,-0.0122997,50.1
502,0.295349,0.569358,-0.24582,16.9222,32.6218,-14.0844,0.0118506,0.02,-0.0122997,50.2
503,0.296534,0.571358,-0.24705,16.9901,32.7364,-14.1549,0.0118506,0.02,-0.0122997,50.3
504,0.297719,0.573358,-0.24828,17.058,32.851,-14.2254,0.0118506,0.02,-0.0122997,50.4
505,0.298904,0.575358,-0.24951,17.1259,32.9656,-14.2959,0.0118506,0.02,-0.0122997,50.5
506,0.300089,0.577358,-0.25074,17.1938,33.0802,-14.3663,0.0118506,0.02,-0.0122997,50.6
507,0.301274,0.579358,-0.25197,17.2617,33.1948,-14.4368,0.0118506,0.02,-0.0122997,50.7
508,0.302459,0.581358,-0.2532,17.3296,33.3094,-14.5073,0.0118506,0.02,-0.0122997,50.8
509,0.303644,0.583358,-0.25443,17.3975,33.424,-14.5777,0.0118506,0.02,-0.0122997,50.9
510,0.304829,0.585358,-0.25566,17.4654,33.5385,-14.6482,0.0118506,0.02,-0.0122997,51
511,0.306014,0.587358,-0.25689,17.5333,33.6531,-14.7187,0.0118506,0.02,-0.0122997,51.1
512,0.307199,0.589358,-0.25812,17.6012,33.7677,-14.7892,0.0118506,0.02,-0.0122997,51.2
513,0.308384,0.591358,-0.259349,17.6691,33.8823,-14.8596,0.0118506,0.02,-0.0122997,51.3
514,0.309569,0.593358,-0.260579,17.737,33.9969,-14.9301,0.0118506,0.02,-0.0122997,51.4
515,0.310755,0.595358,-0.261809,17.8049,34.1115,-15.0006,0.0118506,0.02,-0.0122997,51.5
516,0.31194,0.597358,-0.263039,17.8728,34.2261,-15.071,0.0118506,0.02,-0.0122997,51.6
517,0.313125,0.599358,-0.264269,17.9407,34.3407,-15.1415,0.0118506,0.02,-0.0122997,51.7
518,0.31431,0.601358,-0.265499,18.0086,34.4553,-15.212,0.0118506,0.02,-0.0122997,51.8
519,0.315495,0.603358,-0.266729,18.0765,34.5699,-15.2825,0.0118506,0.02,-0.0122997,51.9
520,0.31668,0.605358,-0.267959,18.1444,34.6845,-15.3529,0.0118506,0.02,-0.0122997,52
521,0.317865,0.607358,-0.269189,18.2123,34.7991,-15.4234,0.0118506,0.02,-0.0122997,52.1
522,0.31905,0.609358,-0.270419,18.2802,34.9136,-15.4939,0.0118506,0.02,-0.0122997,52.2
523,0.320235,0.611358,-0.271649,18.3481,35.0282,-15.5644,0.0118506,0.02,-0.0122997,52.3
524,0.32142,0.613358,-0.272879,18.416,35.1428,-15.6348,0.0118506,0.02,-0.0122997,52.4
525,0.322605,0.615358,-0.274109,18.4839,35.2574,-15.7053,0.0118506,0.02,-0.0122997,52.5
526,0.32379,0.617358,-0.275339,18.5518,35.372,-15.7758,0.0118506,0.02,-0.0122997,52.6
527,0.324975,0.619358,-0.276569,18.6197,35.4866,-15.8462,0.0118506,0.02,-0.0122997,52.7
528,0.32616,0.621358,-0.277799,18.6876,35.6012,-15.9167,0.0118506,0.02,-0.0122997,52.8
529,0.327345,0.623358,-0.279029,18.7555,35.7158,-15.9872,0.0118506,0.02,-0.0122997,52.9
530,0.32853,0.625358,-0.280259,18.8234,35.8304,-16.0577,0.0118506,0.02,-0.0122997,53
531,0.329716,0.627358,-0.281489,18.8913,35.945,-16.1281,0.0118506,0.02,-0.0122997,53.1
532,0.330901,0.629358,-0.282719,18.9592,36.0596,-16.1986,0.0118506,0.02,-0.0122997,53.2
533,0.332086,0.631358,-0.283949,19.0271,36.1741,-16.2691,0.0118506,0.02,-0.0122997,53.3
534,0.333271,0.633358,-0.285179,19.095,36.2887,-16.3395,0.0118506,0.02,-0.0122997,53.4
535,0.334456,0.635358,-0.286409,19.1629,36.4033,-16.41,0.0118506,0.02,-0.0122997,53.5
536,0.335641,0.637358,-0.287639,19.2308,36.5179,-16.4805,0.0118506,0.02,-0.0122997,53.6
537,0.336826,0.639358,-0.288869,19.2987,36.6325,-16.551,0.0118506,0.02,-0.0122997,53.7
538,0.338011,0.641358,-0.290099,19.3666,36.7471,-16.6214,0.0118506,0.02,-0.0122997,53.8
539,0.339196,0.643358,-0.291329,19.4345,36.8617,-16.6919,0.0118506,0.02,-0.0122997,53.9
540,0.340381,0.645358,-0.292559,19.5024,36.9763,-16.7624,0.0118506,0.02,-0.0122997,54
541,0.341566,0.647358,-0.293789,19.5703,37.0909,-16.8329,0.0118506,0.02,-0.0122997,54.1
542,0.342751,0.649358,-0.295019,19.6382,37.2055,-16.9033,0.0118506,0.02,-0.0122997,54.2
543,0.343936,0.651358,-0.296249,19.7061,37.3201,-16.9738,0.0118506,0.02,-0.0122997,54.3
544,0.345121,0.653358,-0.297479,19.774,37.4347,-17.0443,0.0118506,0.02,-0.0122997,54.4
545,0.346306,0.655358,-0.298709,19.8419,37.5492,-17.1147,0.0118506,0.02,-0.0122997,54.5
546,0.347491,0.657358,-0.299939,19.9098,37.6638,-17.1852,0.0118506,0.02,-0.0122997,54.6
547,0.348676,0.659358,-0.301169,19.9777,37.7784,-17.2557,0.0118506,0.02,-0.0122997,54.7
548,0.349862,0.661358,-0.302399,20.0456,37.893,-17.3262,0.0118506,0.02,-0.0122997,54.8
549,0.351047,0.663358,-0.303628,20.1135,38.0076,-17.3966,0.0118506,0.02,-0.0122997,54.9
550,0.352232,0.665358,-0.304858,20.1814,38.1222,-17.4671,0.0118506,0.02,-0.0122997,55
551,0.353417,0.667358,-0.306088,20.2493,38.2368,-17.5376,0.0118506,0.02,-0.0122997,55.1
552,0.354602,0.669358,-0.307318,20.3172,38.3514,-17.608,0.0118506,0.02,-0.0122997,55.2
553,0.355787,0.671358,-0.308548,20.3851,38.466,-17.6785,0.0118506,0.02,-0.0122997,55.3
554,0.356972,0.673358,-0.309778,20.453,38.5806,-17.749,0.0118506,0.02,-0.0122997,55.4
555,0.358157,0.675358,-0.311008,20.5209,38.6952,-17.8195,0.0118506,0.02,-0.0122997,55.5
556,0.359342,0.677358,-0.312238,20.5888,38.8098,-17.8899,0.0118506,0.02,-0.0122997,55.6
557,0.360527,0.679358,-0.313468,20.6567,38.9243,-17.9604,0.0118506,0.02,-0.0122997,55.7
558,0.361712,0.681358,-0.314698,20.7246,39.0389,-18.0309,0.0118506,0.02,-0.0122997,55.8
559,0.362897,0.683358,-0.315928,20.7925,39.1535,-18.1014,0.0118506,0.02,-0.0122997,55.9
560,0.364082,0.685358,-0.317158,20.8604,39.2681,-18.1718,0.0118506,0.02,-0.0122997,56
561,0.365267,0.687358,-0.318388,20.9283,39.3827,-18.2423,0.0118506,0.02,-0.0122997,56.1
562,0.366452,0.689358,-0.319618,20.9962,39.4973,-18.3128,0.0118506,0.02,-0.0122997,56.2
563,0.367637,0.691358,-0.320848,21.0641,39.6119,-18.3832,0.0118506,0.02,-0.0122997,56.3
564,0.368823,0.693358,-0.322078,21.132,39.7265,-18.4537,0.0118506,0.02,-0.0122997,56.4
565,0.370008,0.695358,-0.323308,21.1999,39.8411,-18.5242,0.0118506,0.02,-0.0122997,56.5
566,0.371193,0.697358,-0.324538,21.2678,39.9557,-18.5947,0.0118506,0.02,-0.0122997,56.6
567,0.372378,0.699358,-0.325768,21.3357,40.0703,-18.6651,0.0118506,0.02,-0.0122997,56.7
568,0.373563,0.701358,-0.326998,21.4036,40.1849,-18.7356,0.0118506,0.02,-0.0122997,56.8
569,0.374748,0.703358,-0.328228,21.4715,40.2994,-18.8061,0.0118506,0.02,-0.0122997,56.9
570,0.375933,0.705358,-0.329458,21.5394,40.414,-18.8765,0.0118506,0.02,-0.0122997,57
571,0.377118,0.707358,-0.330688,21.6073,40.5286,-18.947,0.0118506,0.02,-0.0122997,57.1
572,0.378303,0.709358,-0.331918,21.6752,40.6432,-19.0175,0.0118506,0.02,-0.0122997,57.2
573,0.379488,0.711358,-0.333148,21.7431,40.7578,-19.088,0.0118506,0.02,-0.0122997,57.3
574,0.380673,0.713358,-0.334378,21.811,40.8724,-19.1584,0.0118506,0.02,-0.0122997,57.4
575,0.381858,0.715358,-0.335608,21.8789,40.987,-19.2289,0.0118506,0.02,-0.0122997,57.5
576,0.383043,0.717358,-0.336838,21.9468,41.1016,-19.2994,0.0118506,0.02,-0.0122997,57.6
577,0.384228,0.719358,-0.338068,22.0147,41.2162,-19.3699,0.0118506,0.02,-0.0122997,57.7
578,0.385413,0.721358,-0.339298,22.0826,41.3308,-19.4403,0.0118506,0.02,-0.0122997,57.8
579,0.386598,0.723358,-0.340528,22.1505,41.4454,-19.5108,0.0118506,0.02,-0.0122997,57.9
580,0.387783,0.725358,-0.341758,22.2184,41.56,-19.5813,0.0118506,0.02,-0.0122997,58
581,0.388969,0.727358,-0.342988,22.2863,41.6745,-19.6517,0.0118506,0.02,-0.0122997,58.1
582,0.390154,0.729358,-0.344218,22.3542,41.7891,-19.7222,0.0118506,0.02,-0.0122997,58.2
583,0.391339,0.731358,-0.345448,22.4221,41.9037,-19.7927,0.0118506,0.02,-0.0122997,58.3
584,0.392524,0.733358,-0.346677,22.49,42.0183,-19.8632,0.0118506,0.02,-0.0122997,58.4
585,0.393709,0.735358,-0.347907,22.5579,42.1329,-19.9336,0.0118506,0.02,-0.0122997,58.5
586,0.394894,0.737358,-0.349137,22.6257,42.2475,-20.0041,0.0118506,0.02,-0.0122997,58.6
587,0.396079,0.739358,-0.350367,22.6936,42.3621,-20.0746,0.0118506,0.02,-0.0122997,58.7
588,0.397264,0.741358,-0.351597,22.7615,42.4767,-20.145,0.0118506,0.02,-0.0122997,58.8
589,0.398449,0.743358,-0.352827,22.8294,42.5913,-20.2155,0.0118506,0.02,-0.0122997,58.9
590,0.399634,0.745358,-0.354057,22.8973,42.7059,-20.286,0.0118506,0.02,-0.0122997,59
591,0.400819,0.747358,-0.355287,22.9652,42.8205,-20.3565,0.0118506,0.02,-0.0122997,59.1
592,0.402004,0.749358,-0.356517,23.0331,42.9351,-20.4269,0.0118506,0.02,-0.0122997,59.2
593,0.403189,0.751358,-0.357747,23.101,43.0496,-20.4974,0.0118506,0.02,-0.0122997,59.3
594,0.404374,0.753358,-0.358977,23.1689,43.1642,-20.5679,0.0118506,0.02,-0.0122997,59.4
595,0.405559,0.755358,-0.360207,23.2368,43.2788,-20.6384,0.0118506,0.02,-0.0122997,59.5
596,0.406744,0.757358,-0.361437,23.3047,43.3934,-20.7088,0.0118506,0.02,-0.0122997,59.6
597,0.407929,0.759358,-0.362667,23.3726,43.508,-20.7793,0.0118506,0.02,-0.0122997,59.7
598,0.409115,0.761358,-0.363897,23.4405,43.6226,-20.8498,0.0118506,0.02,-0.0122997,59.8
599,0.4103,0.763358,-0.365127,23.5084,43.7372,-20.9202,0.0118506,0.02,-0.0122997,59.9
600,0.411485,0.765358,-0.366357,23.5763,43.8518,-20.9907,0.0118506,0.02,-0.0122997,60
601,0.41267,0.767358,-0.367587,23.6442,43.9664,-21.0612,0.0118506,0.02,-0.0122997,60.1
602,0.413855,0.769358,-0.368817,23.7121,44.081,-21.1317,0.0118506,0.02,-0.0122997,60.2
603,0.41504,0.771358,-0.370047,23.78,44.1956,-21.2021,0.0118506,0.02,-0.0122997,60.3
604,0.416225,0.773358,-0.371277,23.8479,44.3101,-21.2726,0.0118506,0.02,-0.0122997,60.4
605,0.41741,0.775358,-0.372507,23.9158,44.4247,-21.3431,0.0118506,0.02,-0.0122997,60.5
606,0.418595,0.777358,-0.373737,23.9837,44.5393,-21.4135,0.0118506,0.02,-0.0122997,60.6
607,0.41978,0.779358,-0.374967,24.0516,44.6539,-21.484,0.0118506,0.02,-0.0122997,60.7
608,0.420965,0.781358,-0.376197,24.1195,44.7685,-21.5545,0.0118506,0.02,-0.0122997,60.8
609,0.42215,0.783358,-0.377427,24.1874,44.8831,-21.625,0.0118506,0.02,-0.0122997,60.9
610,0.423335,0.785358,-0.378657,24.2553,44.9977,-21.6954,0.0118506,0.02,-0.0122997,61
611,0.42452,0.787358,-0.379887,24.3232,45.1123,-21.7659,0.0118506,0.02,-0.0122997,61.1
612,0.425705,0.789358,-0.381117,24.3911,45.2269,-21.8364,0.0118506,0.02,-0.0122997,61.2
613,0.42689,0.791358,-0.382347,24.459,45.3415,-21.9069,0.0118506,0.02,-0.0122997,61.3
614,0.428076,0.793358,-0.383577,24.5269,45.4561,-21.9773,0.0118506,0.02,-0.0122997,61.4
615,0.429261,0.795358,-0.384807,24.5948,45.5707,-22.0478,0.0118506,0.02,-0.0122997,61.5
616,0.430446,0.797358,-0.386037,24.6627,45.6852,-22.1183,0.0118506,0.02,-0.0122997,61.6
617,0.431631,0.799358,-0.387267,24.7306,45.7998,-22.1887,0.0118506,0.02,-0.0122997,61.7
618,0.432816,0.801358,-0.388497,24.7985,45.9144,-22.2592,0.0118506,0.02,-0.0122997,61.8
619,0.434001,0.803358,-0.389726,24.8664,46.029,-22.3297,0.0118506,0.02,-0.0122997,61.9
620,0.435186,0.805358,-0.390956,24.9343,46.1436,-22.4002,0.0118506,0.02,-0.0122997,62
621,0.436371,0.807358,-0.392186,25.0022,46.2582,-22.4706,0.0118506,0.02,-0.0122997,62.1
622,0.437556,0.809358,-0.393416,25.0701,46.3728,-22.5411,0.0118506,0.02,-0.0122997,62.2
623,0.438741,0.811358,-0.394646,25.138,46.4874,-22.6116,0.0118506,0.02,-0.0122997,62.3
624,0.439926,0.813358,-0.395876,25.2059,46.602,-22.682,0.0118506,0.02,-0.0122997,62.4
625,0.441111,0.815358,-0.397106,25.2738,46.7166,-22.7525,0.0118506,0.02,-0.0122997,62.5
626,0.442296,0.817358,-0.398336,25.3417,46.8312,-22.823,0.0118506,0.02,-0.0122997,62.6
627,0.443481,0.819358,-0.399566,25.4096,46.9458,-22.8935,0.0118506,0.02,-0.0122997,62.7
628,0.444666,0.821358,-0.400796,25.4775,47.0603,-22.9639,0.0118506,0.02,-0.0122997,62.8
629,0.445851,0.823358,-0.402026,25.5454,47.1749,-23.0344,0.0118506,0.02,-0.0122997,62.9
630,0.447036,0.825358,-0.403256,25.6133,47.2895,-23.1049,0.0118506,0.02,-0.0122997,63
631,0.448222,0.827358,-0.404486,25.6812,47.4041,-23.1753,0.0118506,0.02,-0.0122997,63.1
632,0.449407,0.829358,-0.405716,25.7491,47.5187,-23.2458,0.0118506,0.02,-0.0122997,63.2
633,0.450592,0.831358,-0.406946,25.817,47.6333,-23.3163,0.0118506,0.02,-0.0122997,63.3
634,0.451777,0.833358,-0.408176,25.8849,47.7479,-23.3868,0.0118506,0.02,-0.0122997,63.4
635,0.452962,0.835358,-0.409406,25.9528,47.8625,-23.4572,0.0118506,0.02,-0.0122997,63.5
636,0.454147,0.837358,-0.410636,26.0207,47.9771,-23.5277,0.0118506,0.02,-0.0122997,63.6
637,0.455332,0.839358,-0.411866,26.0886,48.0917,-23.5982,0.0118506,0.02,-0.0122997,63.7
638,0.456517,0.841358,-0.413096,26.1565,48.2063,-23.6687,0.0118506,0.02,-0.0122997,63.8
639,0.457702,0.843358,-0.414326,26.2244,48.3209,-23.7391,0.0118506,0.02,-0.0122997,63.9
640,0.458887,0.845358,-0.415556,26.2923,48.4354,-23.8096,0.0118506,0.02,-0.0122997,64
641,0.460072,0.847358,-0.416786,26.3602,48.55,-23.8801,0.0118506,0.02,-0.0122997,64.1
642,0.461257,0.849358,-0.418016,26.4281,48.6646,-23.9505,0.0118506,0.02,-0.0122997,64.2
643,0.462442,0.851358,-0.419246,26.496,48.7792,-24.021,0.0118506,0.02,-0.0122997,64.3
644,0.463627,0.853358,-0.420476,26.5639,48.8938,-24.0915,0.0118506,0.02,-0.0122997,64.4
645,0.464812,0.855358,-0.421706,26.6318,49.0084,-24.162,0.0118506,0.02,-0.0122997,64.5
646,0.465997,0.857358,-0.422936,26.6997,49.123,-24.2324,0.0118506,0.02,-0.0122997,64.6
647,0.467183,0.859358,-0.424166,26.7676,49.2376,-24.3029,0.0118506,0.02,-0.0122997,64.7
648,0.468368,0.861358,-0.425396,26.8355,49.3522,-24.3734,0.0118506,0.02,-0.0122997,64.8
649,0.469553,0.863358,-0.426626,26.9034,49.4668,-24.4438,0.0118506,0.02,-0.0122997,64.9
650,0.470738,0.865358,-0.427856,26.9713,49.5814,-24.5143,0.0118506,0.02,-0.0122997,65
651,0.471923,0.867358,-0.429086,27.0392,49.696,-24.5848,0.0118506,0.02,-0.0122997,65.1
652,0.473108,0.869358,-0.430316,27.1071,49.8105,-24.6553,0.0118506,0.02,-0.0122997,65.2
653,0.474293,0.871358,-0.431546,27.175,49.9251,-24.7257,0.0118506,0.02,-0.0122997,65.3
654,0.475478,0.873358,-0.432776,27.2429,50.0397,-24.7962,0.0118506,0.02,-0.0122997,65.4
655,0.476663,0.875358,-0.434005,27.3108,50.1543,-24.8667,0.0118506,0.02,-0.0122997,65.5
656,0.477848,0.877358,-0.435235,27.3787,50.2689,-24.9372,0.0118506,0.02,-0.0122997,65.6
657,0.479033,0.879358,-0.436465,27.4466,50.3835,-25.0076,0.0118506,0.02,-0.0122997,65.7
658,0.480218,0.881358,-0.437695,27.5145,50.4981,-25.0781,0.0118506,0.02,-0.0122997,65.8
659,0.481403,0.883358,-0.438925,27.5824,50.6127,-25.1486,0.0118506,0.02,-0.0122997,65.9
660,0.482588,0.885358,-0.440155,27.6503,50.7273,-25.219,0.0118506,0.02,-0.0122997,66
661,0.483773,0.887358,-0.441385,27.7182,50.8419,-25.2895,0.0118506,0.02,-0.0122997,66.1
662,0.484958,0.889358,-0.442615,27.7861,50.9565,-25.36,0.0118506,0.02,-0.0122997,66.2
663,0.486143,0.891358,-0.443845,27.854,51.0711,-25.4305,0.0118506,0.02,-0.0122997,66.3
664,0.487329,0.893358,-0.445075,27.9219,51.1856,-25.5009,0.0118506,0.02,-0.0122997,66.4
665,0.488514,0.895358,-0.446305,27.9898,51.3002,-25.5714,0.0118506,0.02,-0.0122997,66.5
666,0.489699,0.897358,-0.447535,28.0577,51.4148,-25.6419,0.0118506,0.02,-0.0122997,66.6
667,0.490884,0.899358,-0.448765,28.1256,51.5294,-25.7123,0.0118506,0.02,-0.0122997,66.7
668,0.492069,0.901358,-0.449995,28.1935,51.644,-25.7828,0.0118506,0.02,-0.0122997,66.8
669,0.493254,0.903358,-0.451225,28.2614,51.7586,-25.8533,0.0118506,0.02,-0.0122997,66.9
670,0.494439,0.905358,-0.452455,28.3293,51.8732,-25.9238,0.0118506,0.02,-0.0122997,67
671,0.495624,0.907358,-0.453685,28.3972,51.9878,-25.9942,0.0118506,0.02,-0.0122997,67.1
672,0.496809,0.909358,-0.454915,28.4651,52.1024,-26.0647,0.0118506,0.02,-0.0122997,67.2
673,0.497994,0.911358,-0.456145,28.533,52.217,-26.1352,0.0118506,0.02,-0.0122997,67.3
674,0.499179,0.913358,-0.457375,28.6009,52.3316,-26.2057,0.0118506,0.02,-0.0122997,67.4
675,0.500364,0.915358,-0.458605,28.6688,52.4462,-26.2761,0.0118506,0.02,-0.0122997,67.5
676,0.501549,0.917358,-0.459835,28.7367,52.5607,-26.3466,0.0118506,0.02,-0.0122997,67.6
677,0.502734,0.919358,-0.461065,28.8046,52.6753,-26.4171,0.0118506,0.02,-0.0122997,67.7
678,0.503919,0.921358,-0.462295,28.8725,52.7899,-26.4875,0.0118506,0.02,-0.0122997,67.8
679,0.505104,0.923358,-0.463525,28.9404,52.9045,-26.558,0.0118506,0.02,-0.0122997,67.9
680,0.50629,0.925358,-0.464755,29.0083,53.0191,-26.6285,0.0118506,0.02,-0.0122997,68
681,0.507475,0.927358,-0.465985,29.0762,53.1337,-26.699,0.0118506,0.02,-0.0122997,68.1
682,0.50866,0.929358,-0.467215,29.144,53.2483,-26.7694,0.0118506,0.02,-0.0122997,68.2
683,0.509845,0.931358,-0.468445,29.2119,53.3629,-26.8399,0.0118506,0.02,-0.0122997,68.3
684,0.51103,0.933358,-0.469675,29.2798,53.4775,-26.9104,0.0118506,0.02,-0.0122997,68.4
685,0.512215,0.935358,-0.470905,29.3477,53.5921,-26.9808,0.0118506,0.02,-0.0122997,68.5
686,0.5134,0.937358,-0.472135,29.4156,53.7067,-27.0513,0.0118506,0.02,-0.0122997,68.6
687,0.514585,0.939358,-0.473365,29.4835,53.8212,-27.1218,0.0118506,0.02,-0.0122997,68.7
688,0.51577,0.941358,-0.474595,29.5514,53.9358,-27.1923,0.0118506,0.02,-0.0122997,68.8
689,0.516955,0.943358,-0.475825,29.6193,54.0504,-27.2627,0.0118506,0.02,-0.0122997,68.9
690,0.51814,0.945358,-0.477054,29.6872,54.165,-27.3332,0.0118506,0.02,-0.0122997,69
691,0.519325,0.947358,-0.478284,29.7551,54.2796,-27.4037,0.0118506,0.02,-0.0122997,69.1
692,0.52051,0.949358,-0.479514,29.823,54.3942,-27.4742,0.0118506,0.02,-0.0122997,69.2
693,0.521695,0.951358,-0.480744,29.8909,54.5088,-27.5446,0.0118506,0.02,-0.0122997,69.3
694,0.52288,0.953358,-0.481974,29.9588,54.6234,-27.6151,0.0118506,0.02,-0.0122997,69.4
695,0.524065,0.955358,-0.483204,30.0267,54.738,-27.6856,0.0118506,0.02,-0.0122997,69.5
696,0.52525,0.957358,-0.484434,30.0946,54.8526,-27.756,0.0118506,0.02,-0.0122997,69.6
697,0.526436,0.959358,-0.485664,30.1625,54.9672,-27.8265,0.0118506,0.02,-0.0122997,69.7
698,0.527621,0.961358,-0.486894,30.2304,55.0818,-27.897,0.0118506,0.02,-0.0122997,69.8
699,0.528806,0.963358,-0.488124,30.2983,55.1963,-27.9675,0.0118506,0.02,-0.0122997,69.9
700,0.529991,0.965358,-0.489354,30.3662,55.3109,-28.0379,0.0118506,0.02,-0.0122997,70
701,0.531176,0.967358,-0.490584,30.4341,55.4255,-28.1084,0.0118506,0.02,-0.0122997,70.1
702,0.532361,0.969358,-0.491814,30.502,55.5401,-28.1789,0.0118506,0.02,-0.0122997,70.2
703,0.533546,0.971358,-0.493044,30.5699,55.6547,-28.2493,0.0118506,0.02,-0.0122997,70.3
704,0.534731,0.973358,-0.494274,30.6378,55.7693,-28.3198,0.0118506,0.02,-0.0122997,70.4
705,0.535916,0.975358,-0.495504,30.7057,55.8839,-28.3903,0.0118506,0.02,-0.0122997,70.5
706,0.537101,0.977358,-0.496734,30.7736,55.9985,-28.4608,0.0118506,0.02,-0.0122997,70.6
707,0.538286,0.979358,-0.497964,30.8415,56.1131,-28.5312,0.0118506,0.02,-0.0122997,70.7
708,0.539471,0.981358,-0.499194,30.9094,56.2277,-28.6017,0.0118506,0.02,-0.0122997,70.8
709,0.540656,0.983358,-0.500424,30.9773,56.3423,-28.6722,0.0118506,0.02,-0.0122997,70.9
710,0.541841,0.985358,-0.501654,31.0452,56.4569,-28.7427,0.0118506,0.02,-0.0122997,71
711,0.543026,0.987358,-0.502884,31.1131,56.5714,-28.8131,0.0118506,0.02,-0.0122997,71.1
712,0.544211,0.989358,-0.504114,31.181,56.686,-28.8836,0.0118506,0.02,-0.0122997,71.2
713,0.545396,0.991358,-0.505344,31.2489,56.8006,-28.9541,0.0118506,0.02,-0.0122997,71.3
714,0.546582,0.993358,-0.506574,31.3168,56.9152,-29.0245,0.0118506,0.02,-0.0122997,71.4
715,0.547767,0.995358,-0.507804,31.3847,57.0298,-29.095,0.0118506,0.02,-0.0122997,71.5
716,0.548952,0.997358,-0.509034,31.4526,57.1444,-29.1655,0.0118506,0.02,-0.0122997,71.6
717,0.550137,0.999358,-0.510264,31.5205,57.259,-29.236,0.0118506,0.02,-0.0122997,71.7
718,0.551322,1.00136,-0.511494,31.5884,57.3736,-29.3064,0.0118506,0.02,-0.0122997,71.8
719,0.552507,1.00336,-0.512724,31.6563,57.4882,-29.3769,0.0118506,0.02,-0.0122997,71.9
720,0.553692,1.00536,-0.513954,31.7242,57.6028,-29.4474,0.0118506,0.02,-0.0122997,72
721,0.554877,1.00736,-0.515184,31.7921,57.7174,-29.5178,0.0118506,0.02,-0.0122997,72.1
722,0.556062,1.00936,-0.516414,31.86,57.832,-29.5883,0.0118506,0.02,-0.0122997,72.2
723,0.557247,1.01136,-0.517644,31.9279,57.9465,-29.6588,0.0118506,0.02,-0.0122997,72.3
724,0.558432,1.01336,-0.518874,31.9958,58.0611,-29.7293,0.0118506,0.02,-0.0122997,72.4
725,0.559617,1.01536,-0.520103,32.0637,58.1757,-29.7997,0.0118506,0.02,-0.0122997,72.5
726,0.560802,1.01736,-0.521333,32.1316,58.2903,-29.8702,0.0118506,0.02,-0.0122997,72.6
727,0.561987,1.01936,-0.522563,32.1995,58.4049,-29.9407,0.0118506,0.02,-0.0122997,72.7
728,0.563172,1.02136,-0.523793,32.2674,58.5195,-30.0112,0.0118506,0.02,-0.0122997,72.8
729,0.564357,1.02336,-0.525023,32.3353,58.6341,-30.0816,0.0118506,0.02,-0.0122997,72.9
730,0.565543,1.02536,-0.526253,32.4032,58.7487,-30.1521,0.0118506,0.02,-0.0122997,73
731,0.566728,1.02736,-0.527483,32.4711,58.8633,-30.2226,0.0118506,0.02,-0.0122997,73.1
732,0.567913,1.02936,-0.528713,32.539,58.9779,-30.293,0.0118506,0.02,-0.0122997,73.2
733,0.569098,1.03136,-0.529943,32.6069,59.0925,-30.3635,0.0118506,0.02,-0.0122997,73.3
734,0.570283,1.03336,-0.531173,32.6748,59.2071,-30.434,0.0118506,0.02,-0.0122997,73.4
735,0.571468,1.03536,-0.532403,32.7427,59.3216,-30.5045,0.0118506,0.02,-0.0122997,73.5
736,0.572653,1.03736,-0.533633,32.8106,59.4362,-30.5749,0.0118506,0.02,-0.0122997,73.6
737,0.573838,1.03936,-0.534863,32.8785,59.5508,-30.6454,0.0118506,0.02,-0.0122997,73.7
738,0.575023,1.04136,-0.536093,32.9464,59.6654,-30.7159,0.0118506,0.02,-0.0122997,73.8
739,0.576208,1.04336,-0.537323,33.0143,59.78,-30.7863,0.0118506,0.02,-0.0122997,73.9
740,0.577393,1.04536,-0.538553,33.0822,59.8946,-30.8568,0.0118506,0.02,-0.0122997,74
741,0.578578,1.04736,-0.539783,33.1501,60.0092,-30.9273,0.0118506,0.02,-0.0122997,74.1
742,0.579763,1.04936,-0.541013,33.218,60.1238,-30.9978,0.0118506,0.02,-0.0122997,74.2
