Waypoint,swing_to_boom_pos,boom_to_arm_pos,arm_to_bucket_pos,swing_to_boom_deg,boom_to_arm_deg,arm_to_bucket_deg,swing_to_boom_vel,boom_to_arm_vel,arm_to_bucket_vel,time_from_start_s
238,-0.0175072,0.041358,0.0788927,-1.00309,2.36964,4.52022,0.0118506,0.02,-0.0122997,23.8
239,-0.0163221,0.043358,0.0776628,-0.935187,2.48423,4.44975,0.0118506,0.02,-0.0122997,23.9
240,-0.015137,0.045358,0.0764328,-0.867288,2.59882,4.37928,0.0118506,0.02,-0.0122997,24
241,-0.013952,0.047358,0.0752028,-0.799389,2.71341,4.3088,0.0118506,0.02,-0.0122997,24.1
242,-0.0127669,0.049358,0.0739728,-0.73149,2.82801,4.23833,0.0118506,0.02,-0.0122997,24.2
243,-0.0115819,0.051358,0.0727429,-0.663591,2.9426,4.16786,0.0118506,0.02,-0.0122997,24.3
244,-0.0103968,0.053358,0.0715129,-0.595692,3.05719,4.09739,0.0118506,0.02,-0.0122997,24.4
245,-0.00921173,0.055358,0.0702829,-0.527793,3.17178,4.02692,0.0118506,0.02,-0.0122997,24.5
246,-0.00802667,0.057358,0.069053,-0.459894,3.28637,3.95644,0.0118506,0.02,-0.0122997,24.6
247,-0.00684161,0.059358,0.067823,-0.391995,3.40096,3.88597,0.0118506,0.02,-0.0122997,24.7
248,-0.00565655,0.061358,0.066593,-0.324096,3.51555,3.8155,0.0118506,0.02,-0.0122997,24.8
249,-0.00447149,0.063358,0.065363,-0.256197,3.63015,3.74503,0.0118506,0.02,-0.0122997,24.9
250,-0.00328643,0.065358,0.0641331,-0.188299,3.74474,3.67455,0.0118506,0.02,-0.0122997,25
251,-0.00210137,0.067358,0.0629031,-0.1204,3.85933,3.60408,0.0118506,0.02,-0.0122997,25.1
252,-0.000916309,0.069358,0.0616731,-0.0525006,3.97392,3.53361,0.0118506,0.02,-0.0122997,25.2
253,0.000268751,0.071358,0.0604432,0.0153983,4.08851,3.46314,0.0118506,0.02,-0.0122997,25.3
254,0.00145381,0.073358,0.0592132,0.0832973,4.2031,3.39267,0.0118506,0.02,-0.0122997,25.4
255,0.00263887,0.075358,0.0579832,0.151196,4.3177,3.32219,0.0118506,0.02,-0.0122997,25.5
256,0.00382393,0.077358,0.0567532,0.219095,4.43229,3.25172,0.0118506,0.02,-0.0122997,25.6
257,0.00500899,0.079358,0.0555233,0.286994,4.54688,3.18125,0.0118506,0.02,-0.0122997,25.7
258,0.00619405,0.081358,0.0542933,0.354893,4.66147,3.11078,0.0118506,0.02,-0.0122997,25.8
259,0.00737911,0.083358,0.0530633,0.422792,4.77606,3.0403,0.0118506,0.02,-0.0122997,25.9
260,0.00856417,0.085358,0.0518334,0.490691,4.89065,2.96983,0.0118506,0.02,-0.0122997,26
261,0.00974923,0.087358,0.0506034,0.55859,5.00524,2.89936,0.0118506,0.02,-0.0122997,26.1
262,0.0109343,0.089358,0.0493734,0.626489,5.11984,2.82889,0.0118506,0.02,-0.0122997,26.2
263,0.0121194,0.091358,0.0481434,0.694388,5.23443,2.75842,0.0118506,0.02,-0.0122997,26.3
264,0.0133044,0.093358,0.0469135,0.762287,5.34902,2.68794,0.0118506,0.02,-0.0122997,26.4
265,0.0144895,0.095358,0.0456835,0.830186,5.46361,2.61747,0.0118506,0.02,-0.0122997,26.5
266,0.0156745,0.097358,0.0444535,0.898085,5.5782,2.547,0.0118506,0.02,-0.0122997,26.6
267,0.0168596,0.099358,0.0432235,0.965984,5.69279,2.47653,0.0118506,0.02,-0.0122997,26.7
268,0.0180447,0.101358,0.0419936,1.03388,5.80739,2.40605,0.0118506,0.02,-0.0122997,26.8
269,0.0192297,0.103358,0.0407636,1.10178,5.92198,2.33558,0.0118506,0.02,-0.0122997,26.9
270,0.0204148,0.105358,0.0395336,1.16968,6.03657,2.26511,0.0118506,0.02,-0.0122997,27
271,0.0215998,0.107358,0.0383037,1.23758,6.15116,2.19464,0.0118506,0.02,-0.0122997,27.1
272,0.0227849,0.109358,0.0370737,1.30548,6.26575,2.12417,0.0118506,0.02,-0.0122997,27.2
273,0.02397,0.111358,0.0358437,1.37338,6.38034,2.05369,0.0118506,0.02,-0.0122997,27.3
274,0.025155,0.113358,0.0346137,1.44128,6.49493,1.98322,0.0118506,0.02,-0.0122997,27.4
275,0.0263401,0.115358,0.0333838,1.50918,6.60953,1.91275,0.0118506,0.02,-0.0122997,27.5
276,0.0275251,0.117358,0.0321538,1.57707,6.72412,1.84228,0.0118506,0.02,-0.0122997,27.6
277,0.0287102,0.119358,0.0309238,1.64497,6.83871,1.7718,0.0118506,0.02,-0.0122997,27.7
278,0.0298953,0.121358,0.0296939,1.71287,6.9533,1.70133,0.0118506,0.02,-0.0122997,27.8
279,0.0310803,0.123358,0.0284639,1.78077,7.06789,1.63086,0.0118506,0.02,-0.0122997,27.9
280,0.0322654,0.125358,0.0272339,1.84867,7.18248,1.56039,0.0118506,0.02,-0.0122997,28
281,0.0334504,0.127358,0.0260039,1.91657,7.29708,1.48992,0.0118506,0.02,-0.0122997,28.1
282,0.0346355,0.129358,0.024774,1.98447,7.41167,1.41944,0.0118506,0.02,-0.0122997,28.2
283,0.0358206,0.131358,0.023544,2.05237,7.52626,1.34897,0.0118506,0.02,-0.0122997,28.3
284,0.0370056,0.133358,0.022314,2.12027,7.64085,1.2785,0.0118506,0.02,-0.0122997,28.4
285,0.0381907,0.135358,0.0210841,2.18816,7.75544,1.20803,0.0118506,0.02,-0.0122997,28.5
286,0.0393757,0.137358,0.0198541,2.25606,7.87003,1.13756,0.0118506,0.02,-0.0122997,28.6
287,0.0405608,0.139358,0.0186241,2.32396,7.98463,1.06708,0.0118506,0.02,-0.0122997,28.7
288,0.0417459,0.141358,0.0173941,2.39186,8.09922,0.996611,0.0118506,0.02,-0.0122997,28.8
289,0.0429309,0.143358,0.0161642,2.45976,8.21381,0.926139,0.0118506,0.02,-0.0122997,28.9
290,0.044116,0.145358,0.0149342,2.52766,8.3284,0.855667,0.0118506,0.02,-0.0122997,29
291,0.045301,0.147358,0.0137042,2.59556,8.44299,0.785194,0.0118506,0.02,-0.0122997,29.1
292,0.0464861,0.149358,0.0124743,2.66346,8.55758,0.714722,0.0118506,0.02,-0.0122997,29.2
293,0.0476712,0.151358,0.0112443,2.73136,8.67217,0.64425,0.0118506,0.02,-0.0122997,29.3
294,0.0488562,0.153358,0.0100143,2.79926,8.78677,0.573778,0.0118506,0.02,-0.0122997,29.4
295,0.0500413,0.155358,0.00878434,2.86715,8.90136,0.503306,0.0118506,0.02,-0.0122997,29.5
296,0.0512263,0.157358,0.00755437,2.93505,9.01595,0.432833,0.0118506,0.02,-0.0122997,29.6
297,0.0524114,0.159358,0.0063244,3.00295,9.13054,0.362361,0.0118506,0.02,-0.0122997,29.7
298,0.0535965,0.161358,0.00509442,3.07085,9.24513,0.291889,0.0118506,0.02,-0.0122997,29.8
299,0.0547815,0.163358,0.00386445,3.13875,9.35972,0.221417,0.0118506,0.02,-0.0122997,29.9
300,0.0559666,0.165358,0.00263448,3.20665,9.47432,0.150945,0.0118506,0.02,-0.0122997,30
301,0.0571516,0.167358,0.00140451,3.27455,9.58891,0.0804725,0.0118506,0.02,-0.0122997,30.1
302,0.0583367,0.169358,0.000174538,3.34245,9.7035,0.0100003,0.0118506,0.02,-0.0122997,30.2
303,0.0595218,0.171358,-0.00105543,3.41035,9.81809,-0.0604719,0.0118506,0.02,-0.0122997,30.3
304,0.0607068,0.173358,-0.00228541,3.47824,9.93268,-0.130944,0.0118506,0.02,-0.0122997,30.4
305,0.0618919,0.175358,-0.00351538,3.54614,10.0473,-0.201416,0.0118506,0.02,-0.0122997,30.5
306,0.0630769,0.177358,-0.00474535,3.61404,10.1619,-0.271888,0.0118506,0.02,-0.0122997,30.6
307,0.064262,0.179358,-0.00597532,3.68194,10.2765,-0.342361,0.0118506,0.02,-0.0122997,30.7
308,0.0654471,0.181358,-0.00720529,3.74984,10.391,-0.412833,0.0118506,0.02,-0.0122997,30.8
309,0.0666321,0.183358,-0.00843526,3.81774,10.5056,-0.483305,0.0118506,0.02,-0.0122997,30.9
310,0.0678172,0.185358,-0.00966524,3.88564,10.6202,-0.553777,0.0118506,0.02,-0.0122997,31
311,0.0690022,0.187358,-0.0108952,3.95354,10.7348,-0.624249,0.0118506,0.02,-0.0122997,31.1
312,0.0701873,0.189358,-0.0121252,4.02144,10.8494,-0.694722,0.0118506,0.02,-0.0122997,31.2
313,0.0713724,0.191358,-0.0133552,4.08934,10.964,-0.765194,0.0118506,0.02,-0.0122997,31.3
314,0.0725574,0.193358,-0.0145851,4.15723,11.0786,-0.835666,0.0118506,0.02,-0.0122997,31.4
315,0.0737425,0.195358,-0.0158151,4.22513,11.1932,-0.906138,0.0118506,0.02,-0.0122997,31.5
316,0.0749276,0.197358,-0.0170451,4.29303,11.3078,-0.97661,0.0118506,0.02,-0.0122997,31.6
317,0.0761126,0.199358,-0.018275,4.36093,11.4224,-1.04708,0.0118506,0.02,-0.0122997,31.7
318,0.0772977,0.201358,-0.019505,4.42883,11.537,-1.11755,0.0118506,0.02,-0.0122997,31.8
319,0.0784827,0.203358,-0.020735,4.49673,11.6516,-1.18803,0.0118506,0.02,-0.0122997,31.9
320,0.0796678,0.205358,-0.021965,4.56463,11.7661,-1.2585,0.0118506,0.02,-0.0122997,32
321,0.0808529,0.207358,-0.0231949,4.63253,11.8807,-1.32897,0.0118506,0.02,-0.0122997,32.1
322,0.0820379,0.209358,-0.0244249,4.70043,11.9953,-1.39944,0.0118506,0.02,-0.0122997,32.2
323,0.083223,0.211358,-0.0256549,4.76833,12.1099,-1.46992,0.0118506,0.02,-0.0122997,32.3
324,0.084408,0.213358,-0.0268848,4.83622,12.2245,-1.54039,0.0118506,0.02,-0.0122997,32.4
325,0.0855931,0.215358,-0.0281148,4.90412,12.3391,-1.61086,0.0118506,0.02,-0.0122997,32.5
326,0.0867782,0.217358,-0.0293448,4.97202,12.4537,-1.68133,0.0118506,0.02,-0.0122997,32.6
327,0.0879632,0.219358,-0.0305748,5.03992,12.5683,-1.7518,0.0118506,0.02,-0.0122997,32.7
328,0.0891483,0.221358,-0.0318047,5.10782,12.6829,-1.82228,0.0118506,0.02,-0.0122997,32.8
329,0.0903333,0.223358,-0.0330347,5.17572,12.7975,-1.89275,0.0118506,0.02,-0.0122997,32.9
330,0.0915184,0.225358,-0.0342647,5.24362,12.9121,-1.96322,0.0118506,0.02,-0.0122997,33
331,0.0927035,0.227358,-0.0354946,5.31152,13.0267,-2.03369,0.0118506,0.02,-0.0122997,33.1
332,0.0938885,0.229358,-0.0367246,5.37942,13.1412,-2.10417,0.0118506,0.02,-0.0122997,33.2
333,0.0950736,0.231358,-0.0379546,5.44731,13.2558,-2.17464,0.0118506,0.02,-0.0122997,33.3
334,0.0962586,0.233358,-0.0391846,5.51521,13.3704,-2.24511,0.0118506,0.02,-0.0122997,33.4
335,0.0974437,0.235358,-0.0404145,5.58311,13.485,-2.31558,0.0118506,0.02,-0.0122997,33.5
336,0.0986288,0.237358,-0.0416445,5.65101,13.5996,-2.38605,0.0118506,0.02,-0.0122997,33.6
337,0.0998138,0.239358,-0.0428745,5.71891,13.7142,-2.45653,0.0118506,0.02,-0.0122997,33.7
338,0.100999,0.241358,-0.0441044,5.78681,13.8288,-2.527,0.0118506,0.02,-0.0122997,33.8
339,0.102184,0.243358,-0.0453344,5.85471,13.9434,-2.59747,0.0118506,0.02,-0.0122997,33.9
340,0.103369,0.245358,-0.0465644,5.92261,14.058,-2.66794,0.0118506,0.02,-0.0122997,34
341,0.104554,0.247358,-0.0477944,5.99051,14.1726,-2.73842,0.0118506,0.02,-0.0122997,34.1
342,0.105739,0.249358,-0.0490243,6.05841,14.2872,-2.80889,0.0118506,0.02,-0.0122997,34.2
343,0.106924,0.251358,-0.0502543,6.1263,14.4018,-2.87936,0.0118506,0.02,-0.0122997,34.3
344,0.108109,0.253358,-0.0514843,6.1942,14.5163,-2.94983,0.0118506,0.02,-0.0122997,34.4
345,0.109294,0.255358,-0.0527142,6.2621,14.6309,-3.0203,0.0118506,0.02,-0.0122997,34.5
346,0.110479,0.257358,-0.0539442,6.33,14.7455,-3.09078,0.0118506,0.02,-0.0122997,34.6
347,0.111664,0.259358,-0.0551742,6.3979,14.8601,-3.16125,0.0118506,0.02,-0.0122997,34.7
348,0.112849,0.261358,-0.0564042,6.4658,14.9747,-3.23172,0.0118506,0.02,-0.0122997,34.8
349,0.114035,0.263358,-0.0576341,6.5337,15.0893,-3.30219,0.0118506,0.02,-0.0122997,34.9
350,0.11522,0.265358,-0.0588641,6.6016,15.2039,-3.37266,0.0118506,0.02,-0.0122997,35
351,0.116405,0.267358,-0.0600941,6.6695,15.3185,-3.44314,0.0118506,0.02,-0.0122997,35.1
352,0.11759,0.269358,-0.061324,6.73739,15.4331,-3.51361,0.0118506,0.02,-0.0122997,35.2
353,0.118775,0.271358,-0.062554,6.80529,15.5477,-3.58408,0.0118506,0.02,-0.0122997,35.3
354,0.11996,0.273358,-0.063784,6.87319,15.6623,-3.65455,0.0118506,0.02,-0.0122997,35.4
355,0.121145,0.275358,-0.065014,6.94109,15.7769,-3.72503,0.0118506,0.02,-0.0122997,35.5
356,0.12233,0.277358,-0.0662439,7.00899,15.8914,-3.7955,0.0118506,0.02,-0.0122997,35.6
357,0.123515,0.279358,-0.0674739,7.07689,16.006,-3.86597,0.0118506,0.02,-0.0122997,35.7
358,0.1247,0.281358,-0.0687039,7.14479,16.1206,-3.93644,0.0118506,0.02,-0.0122997,35.8
359,0.125885,0.283358,-0.0699339,7.21269,16.2352,-4.00691,0.0118506,0.02,-0.0122997,35.9
360,0.12707,0.285358,-0.0711638,7.28059,16.3498,-4.07739,0.0118506,0.02,-0.0122997,36
361,0.128255,0.287358,-0.0723938,7.34849,16.4644,-4.14786,0.0118506,0.02,-0.0122997,36.1
362,0.12944,0.289358,-0.0736238,7.41638,16.579,-4.21833,0.0118506,0.02,-0.0122997,36.2
363,0.130625,0.291358,-0.0748537,7.48428,16.6936,-4.2888,0.0118506,0.02,-0.0122997,36.3
364,0.13181,0.293358,-0.0760837,7.55218,16.8082,-4.35928,0.0118506,0.02,-0.0122997,36.4
365,0.132996,0.295358,-0.0773137,7.62008,16.9228,-4.42975,0.0118506,0.02,-0.0122997,36.5
366,0.134181,0.297358,-0.0785437,7.68798,17.0374,-4.50022,0.0118506,0.02,-0.0122997,36.6
367,0.135366,0.299358,-0.0797736,7.75588,17.1519,-4.57069,0.0118506,0.02,-0.0122997,36.7
368,0.136551,0.301358,-0.0810036,7.82378,17.2665,-4.64116,0.0118506,0.02,-0.0122997,36.8
369,0.137736,0.303358,-0.0822336,7.89168,17.3811,-4.71164,0.0118506,0.02,-0.0122997,36.9
370,0.138921,0.305358,-0.0834635,7.95958,17.4957,-4.78211,0.0118506,0.02,-0.0122997,37
371,0.140106,0.307358,-0.0846935,8.02747,17.6103,-4.85258,0.0118506,0.02,-0.0122997,37.1
372,0.141291,0.309358,-0.0859235,8.09537,17.7249,-4.92305,0.0118506,0.02,-0.0122997,37.2
373,0.142476,0.311358,-0.0871535,8.16327,17.8395,-4.99353,0.0118506,0.02,-0.0122997,37.3
374,0.143661,0.313358,-0.0883834,8.23117,17.9541,-5.064,0.0118506,0.02,-0.0122997,37.4
375,0.144846,0.315358,-0.0896134,8.29907,18.0687,-5.13447,0.0118506,0.02,-0.0122997,37.5
376,0.146031,0.317358,-0.0908434,8.36697,18.1833,-5.20494,0.0118506,0.02,-0.0122997,37.6
377,0.147216,0.319358,-0.0920733,8.43487,18.2979,-5.27541,0.0118506,0.02,-0.0122997,37.7
378,0.148401,0.321358,-0.0933033,8.50277,18.4125,-5.34589,0.0118506,0.02,-0.0122997,37.8
379,0.149586,0.323358,-0.0945333,8.57067,18.527,-5.41636,0.0118506,0.02,-0.0122997,37.9
380,0.150771,0.325358,-0.0957633,8.63857,18.6416,-5.48683,0.0118506,0.02,-0.0122997,38
381,0.151956,0.327358,-0.0969932,8.70646,18.7562,-5.5573,0.0118506,0.02,-0.0122997,38.1
382,0.153142,0.329358,-0.0982232,8.77436,18.8708,-5.62777,0.0118506,0.02,-0.0122997,38.2
383,0.154327,0.331358,-0.0994532,8.84226,18.9854,-5.69825,0.0118506,0.02,-0.0122997,38.3
384,0.155512,0.333358,-0.100683,8.91016,19.1,-5.76872,0.0118506,0.02,-0.0122997,38.4
385,0.156697,0.335358,-0.101913,8.97806,19.2146,-5.83919,0.0118506,0.02,-0.0122997,38.5
386,0.157882,0.337358,-0.103143,9.04596,19.3292,-5.90966,0.0118506,0.02,-0.0122997,38.6
387,0.159067,0.339358,-0.104373,9.11386,19.4438,-5.98014,0.0118506,0.02,-0.0122997,38.7
388,0.160252,0.341358,-0.105603,9.18176,19.5584,-6.05061,0.0118506,0.02,-0.0122997,38.8
389,0.161437,0.343358,-0.106833,9.24966,19.673,-6.12108,0.0118506,0.02,-0.0122997,38.9
390,0.162622,0.345358,-0.108063,9.31756,19.7876,-6.19155,0.0118506,0.02,-0.0122997,39
391,0.163807,0.347358,-0.109293,9.38545,19.9021,-6.26202,0.0118506,0.02,-0.0122997,39.1
392,0.164992,0.349358,-0.110523,9.45335,20.0167,-6.3325,0.0118506,0.02,-0.0122997,39.2
393,0.166177,0.351358,-0.111753,9.52125,20.1313,-6.40297,0.0118506,0.02,-0.0122997,39.3
394,0.167362,0.353358,-0.112983,9.58915,20.2459,-6.47344,0.0118506,0.02,-0.0122997,39.4
395,0.168547,0.355358,-0.114213,9.65705,20.3605,-6.54391,0.0118506,0.02,-0.0122997,39.5
396,0.169732,0.357358,-0.115443,9.72495,20.4751,-6.61439,0.0118506,0.02,-0.0122997,39.6
397,0.170917,0.359358,-0.116673,9.79285,20.5897,-6.68486,0.0118506,0.02,-0.0122997,39.7
398,0.172102,0.361358,-0.117903,9.86075,20.7043,-6.75533,0.0118506,0.02,-0.0122997,39.8
399,0.173288,0.363358,-0.119133,9.92865,20.8189,-6.8258,0.0118506,0.02,-0.0122997,39.9
400,0.174473,0.365358,-0.120363,9.99654,20.9335,-6.89627,0.0118506,0.02,-0.0122997,40
401,0.175658,0.367358,-0.121593,10.0644,21.0481,-6.96675,0.0118506,0.02,-0.0122997,40.1
402,0.176843,0.369358,-0.122823,10.1323,21.1627,-7.03722,0.0118506,0.02,-0.0122997,40.2
403,0.178028,0.371358,-0.124053,10.2002,21.2772,-7.10769,0.0118506,0.02,-0.0122997,40.3
404,0.179213,0.373358,-0.125283,10.2681,21.3918,-7.17816,0.0118506,0.02,-0.0122997,40.4
405,0.180398,0.375358,-0.126513,10.336,21.5064,-7.24864,0.0118506,0.02,-0.0122997,40.5
406,0.181583,0.377358,-0.127743,10.4039,21.621,-7.31911,0.0118506,0.02,-0.0122997,40.6
407,0.182768,0.379358,-0.128972,10.4718,21.7356,-7.38958,0.0118506,0.02,-0.0122997,40.7
408,0.183953,0.381358,-0.130202,10.5397,21.8502,-7.46005,0.0118506,0.02,-0.0122997,40.8
409,0.185138,0.383358,-0.131432,10.6076,21.9648,-7.53052,0.0118506,0.02,-0.0122997,40.9
410,0.186323,0.385358,-0.132662,10.6755,22.0794,-7.601,0.0118506,0.02,-0.0122997,41
411,0.187508,0.387358,-0.133892,10.7434,22.194,-7.67147,0.0118506,0.02,-0.0122997,41.1
412,0.188693,0.389358,-0.135122,10.8113,22.3086,-7.74194,0.0118506,0.02,-0.0122997,41.2
413,0.189878,0.391358,-0.136352,10.8792,22.4232,-7.81241,0.0118506,0.02,-0.0122997,41.3
414,0.191063,0.393358,-0.137582,10.9471,22.5378,-7.88288,0.0118506,0.02,-0.0122997,41.4
415,0.192249,0.395358,-0.138812,11.015,22.6523,-7.95336,0.0118506,0.02,-0.0122997,41.5
416,0.193434,0.397358,-0.140042,11.0829,22.7669,-8.02383,0.0118506,0.02,-0.0122997,41.6
417,0.194619,0.399358,-0.141272,11.1508,22.8815,-8.0943,0.0118506,0.02,-0.0122997,41.7
418,0.195804,0.401358,-0.142502,11.2187,22.9961,-8.16477,0.0118506,0.02,-0.0122997,41.8
419,0.196989,0.403358,-0.143732,11.2866,23.1107,-8.23525,0.0118506,0.02,-0.0122997,41.9
420,0.198174,0.405358,-0.144962,11.3545,23.2253,-8.30572,0.0118506,0.02,-0.0122997,42
421,0.199359,0.407358,-0.146192,11.4224,23.3399,-8.37619,0.0118506,0.02,-0.0122997,42.1
422,0.200544,0.409358,-0.147422,11.4903,23.4545,-8.44666,0.0118506,0.02,-0.0122997,42.2
423,0.201729,0.411358,-0.148652,11.5582,23.5691,-8.51713,0.0118506,0.02,-0.0122997,42.3
424,0.202914,0.413358,-0.149882,11.6261,23.6837,-8.58761,0.0118506,0.02,-0.0122997,42.4
425,0.204099,0.415358,-0.151112,11.694,23.7983,-8.65808,0.0118506,0.02,-0.0122997,42.5
426,0.205284,0.417358,-0.152342,11.7619,23.9129,-8.72855,0.0118506,0.02,-0.0122997,42.6
427,0.206469,0.419358,-0.153572,11.8298,24.0274,-8.79902,0.0118506,0.02,-0.0122997,42.7
428,0.207654,0.421358,-0.154802,11.8977,24.142,-8.8695,0.0118506,0.02,-0.0122997,42.8
429,0.208839,0.423358,-0.156032,11.9656,24.2566,-8.93997,0.0118506,0.02,-0.0122997,42.9
430,0.210024,0.425358,-0.157262,12.0335,24.3712,-9.01044,0.0118506,0.02,-0.0122997,43
431,0.211209,0.427358,-0.158492,12.1014,24.4858,-9.08091,0.0118506,0.02,-0.0122997,43.1
432,0.212395,0.429358,-0.159722,12.1693,24.6004,-9.15138,0.0118506,0.02,-0.0122997,43.2
433,0.21358,0.431358,-0.160952,12.2372,24.715,-9.22186,0.0118506,0.02,-0.0122997,43.3
434,0.214765,0.433358,-0.162182,12.3051,24.8296,-9.29233,0.0118506,0.02,-0.0122997,43.4
435,0.21595,0.435358,-0.163412,12.373,24.9442,-9.3628,0.0118506,0.02,-0.0122997,43.5
436,0.217135,0.437358,-0.164642,12.4409,25.0588,-9.43327,0.0118506,0.02,-0.0122997,43.6
437,0.21832,0.439358,-0.165872,12.5088,25.1734,-9.50375,0.0118506,0.02,-0.0122997,43.7
438,0.219505,0.441358,-0.167102,12.5767,25.288,-9.57422,0.0118506,0.02,-0.0122997,43.8
439,0.22069,0.443358,-0.168332,12.6446,25.4025,-9.64469,0.0118506,0.02,-0.0122997,43.9
440,0.221875,0.445358,-0.169562,12.7125,25.5171,-9.71516,0.0118506,0.02,-0.0122997,44
441,0.22306,0.447358,-0.170792,12.7804,25.6317,-9.78563,0.0118506,0.02,-0.0122997,44.1
442,0.224245,0.449358,-0.172022,12.8483,25.7463,-9.85611,0.0118506,0.02,-0.0122997,44.2
443,0.22543,0.451358,-0.173251,12.9162,25.8609,-9.92658,0.0118506,0.02,-0.0122997,44.3
444,0.226615,0.453358,-0.174481,12.9841,25.9755,-9.99705,0.0118506,0.02,-0.0122997,44.4
445,0.2278,0.455358,-0.175711,13.052,26.0901,-10.0675,0.0118506,0.02,-0.0122997,44.5
446,0.228985,0.457358,-0.176941,13.1199,26.2047,-10.138,0.0118506,0.02,-0.0122997,44.6
447,0.23017,0.459358,-0.178171,13.1878,26.3193,-10.2085,0.0118506,0.02,-0.0122997,44.7
448,0.231356,0.461358,-0.179401,13.2557,26.4339,-10.2789,0.0118506,0.02,-0.0122997,44.8
449,0.232541,0.463358,-0.180631,13.3236,26.5485,-10.3494,0.0118506,0.02,-0.0122997,44.9
450,0.233726,0.465358,-0.181861,13.3915,26.663,-10.4199,0.0118506,0.02,-0.0122997,45
451,0.234911,0.467358,-0.183091,13.4594,26.7776,-10.4904,0.0118506,0.02,-0.0122997,45.1
452,0.236096,0.469358,-0.184321,13.5273,26.8922,-10.5608,0.0118506,0.02,-0.0122997,45.2
453,0.237281,0.471358,-0.185551,13.5952,27.0068,-10.6313,0.0118506,0.02,-0.0122997,45.3
454,0.238466,0.473358,-0.186781,13.6631,27.1214,-10.7018,0.0118506,0.02,-0.0122997,45.4
455,0.239651,0.475358,-0.188011,13.731,27.236,-10.7722,0.0118506,0.02,-0.0122997,45.5
456,0.240836,0.477358,-0.189241,13.7989,27.3506,-10.8427,0.0118506,0.02,-0.0122997,45.6
457,0.242021,0.479358,-0.190471,13.8668,27.4652,-10.9132,0.0118506,0.02,-0.0122997,45.7
458,0.243206,0.481358,-0.191701,13.9347,27.5798,-10.9837,0.0118506,0.02,-0.0122997,45.8
459,0.244391,0.483358,-0.192931,14.0026,27.6944,-11.0541,0.0118506,0.02,-0.0122997,45.9
460,0.245576,0.485358,-0.194161,14.0705,27.809,-11.1246,0.0118506,0.02,-0.0122997,46
461,0.246761,0.487358,-0.195391,14.1384,27.9236,-11.1951,0.0118506,0.02,-0.0122997,46.1
462,0.247946,0.489358,-0.196621,14.2063,28.0381,-11.2655,0.0118506,0.02,-0.0122997,46.2
463,0.249131,0.491358,-0.197851,14.2742,28.1527,-11.336,0.0118506,0.02,-0.0122997,46.3
464,0.250316,0.493358,-0.199081,14.3421,28.2673,-11.4065,0.0118506,0.02,-0.0122997,46.4
465,0.251502,0.495358,-0.200311,14.41,28.3819,-11.477,0.0118506,0.02,-0.0122997,46.5
466,0.252687,0.497358,-0.201541,14.4779,28.4965,-11.5474,0.0118506,0.02,-0.0122997,46.6
467,0.253872,0.499358,-0.202771,14.5458,28.6111,-11.6179,0.0118506,0.02,-0.0122997,46.7
468,0.255057,0.501358,-0.204001,14.6137,28.7257,-11.6884,0.0118506,0.02,-0.0122997,46.8
469,0.256242,0.503358,-0.205231,14.6816,28.8403,-11.7589,0.0118506,0.02,-0.0122997,46.9
470,0.257427,0.505358,-0.206461,14.7495,28.9549,-11.8293,0.0118506,0.02,-0.0122997,47
471,0.258612,0.507358,-0.207691,14.8174,29.0695,-11.8998,0.0118506,0.02,-0.0122997,47.1
472,0.259797,0.509358,-0.208921,14.8853,29.1841,-11.9703,0.0118506,0.02,-0.0122997,47.2
473,0.260982,0.511358,-0.210151,14.9532,29.2987,-12.0407,0.0118506,0.02,-0.0122997,47.3
474,0.262167,0.513358,-0.211381,15.0211,29.4132,-12.1112,0.0118506,0.02,-0.0122997,47.4
475,0.263352,0.515358,-0.212611,15.089,29.5278,-12.1817,0.0118506,0.02,-0.0122997,47.5
476,0.264537,0.517358,-0.213841,15.1569,29.6424,-12.2522,0.0118506,0.02,-0.0122997,47.6
477,0.265722,0.519358,-0.215071,15.2248,29.757,-12.3226,0.0118506,0.02,-0.0122997,47.7
478,0.266907,0.521358,-0.2163,15.2927,29.8716,-12.3931,0.0118506,0.02,-0.0122997,47.8
479,0.268092,0.523358,-0.21753,15.3606,29.9862,-12.4636,0.0118506,0.02,-0.0122997,47.9
480,0.269277,0.525358,-0.21876,15.4285,30.1008,-12.534,0.0118506,0.02,-0.0122997,48
481,0.270463,0.527358,-0.21999,15.4964,30.2154,-12.6045,0.0118506,0.02,-0.0122997,48.1
482,0.271648,0.529358,-0.22122,15.5643,30.33,-12.675,0.0118506,0.02,-0.0122997,48.2
483,0.272833,0.531358,-0.22245,15.6322,30.4446,-12.7455,0.0118506,0.02,-0.0122997,48.3
484,0.274018,0.533358,-0.22368,15.7001,30.5592,-12.8159,0.0118506,0.02,-0.0122997,48.4
485,0.275203,0.535358,-0.22491,15.768,30.6738,-12.8864,0.0118506,0.02,-0.0122997,48.5
486,0.276388,0.537358,-0.22614,15.8359,30.7883,-12.9569,0.0118506,0.02,-0.0122997,48.6
487,0.277573,0.539358,-0.22737,15.9038,30.9029,-13.0274,0.0118506,0.02,-0.0122997,48.7
488,0.278758,0.541358,-0.2286,15.9717,31.0175,-13.0978,0.0118506,0.02,-0.0122997,48.8
